CALL_ID,CUSTOMER_ID,CC_REP_ID,CC_CALL_DT,CALL_TYPE
C0000500906,16034,198,2018-03-20 04:05:00.000,Return Policy Inquiry
C0000500907,16034,119,2018-03-23 02:00:00.000,Service Inquiry
C0000500908,16037,133,2018-03-26 04:18:00.000,Neutral Call
C0000500909,16038,144,2018-04-15 07:43:00.000,Neutral Call
C0000500910,16038,150,2018-04-18 10:56:00.000,Neutral Call
C0000500911,16038,158,2018-04-20 01:44:00.000,Purchase
C0000500912,16060,128,2018-03-16 15:53:00.000,Purchase
C0000500913,16073,186,2018-03-25 00:08:00.000,Neutral Call
C0000500914,16073,110,2018-03-26 06:13:00.000,Purchase
C0000500915,16083,121,2018-05-10 20:26:00.000,Return Policy Inquiry
C0000500916,16083,188,2018-05-12 10:59:00.000,Neutral Call
C0000500917,16100,169,2018-05-11 09:12:00.000,Neutral Call
C0000500918,16100,180,2018-05-11 09:25:00.000,Purchase
C0000500919,16105,140,2018-04-18 19:15:00.000,Neutral Call
C0000500920,16294,131,2018-04-27 06:22:00.000,Neutral Call
C0000500921,16295,131,2018-04-17 21:40:00.000,Service Inquiry
C0000500922,16295,195,2018-04-17 21:51:00.000,Neutral Call
C0000500923,16334,101,2018-04-13 20:34:00.000,Neutral Call
C0000500924,16334,130,2018-04-14 22:10:00.000,Purchase
C0000500925,16341,162,2018-03-23 12:58:00.000,Neutral Call
C0000500926,16345,118,2018-05-04 22:37:00.000,Neutral Call
C0000500927,16345,181,2018-05-08 21:15:00.000,Purchase
C0000500928,16389,136,2018-03-26 15:09:00.000,Neutral Call
C0000500929,16393,168,2018-04-16 19:33:00.000,Neutral Call
C0000500930,16403,143,2018-05-04 22:35:00.000,Service Inquiry
C0000500931,16403,137,2018-05-06 02:49:00.000,Neutral Call
C0000500932,16542,111,2018-04-22 07:16:00.000,Neutral Call
C0000500933,16542,125,2018-04-23 13:17:00.000,Service Inquiry
C0000500934,16564,105,2018-04-07 04:26:00.000,Neutral Call
C0000500935,16564,193,2018-04-08 18:19:00.000,Purchase
C0000500936,16570,172,2018-03-31 06:19:00.000,Neutral Call
C0000500937,16602,161,2018-04-26 03:37:00.000,Purchase
C0000500938,16610,197,2018-04-02 21:55:00.000,Neutral Call
C0000500939,16610,107,2018-04-04 06:56:00.000,Service Inquiry
C0000500940,16643,173,2018-04-11 06:04:00.000,Neutral Call
C0000500941,16643,148,2018-04-12 18:41:00.000,Purchase
C0000500942,16677,179,2018-03-27 23:08:00.000,Service Inquiry
C0000500943,16677,111,2018-03-27 23:20:00.000,Neutral Call
C0000500944,16679,142,2018-05-06 14:28:00.000,Neutral Call
C0000500945,16844,144,2018-04-14 22:43:00.000,Neutral Call
C0000500946,16844,148,2018-04-17 21:37:00.000,Return Policy Inquiry
C0000500947,16874,106,2018-04-23 04:45:00.000,Service Inquiry
C0000500948,16874,137,2018-04-23 04:54:00.000,Return Policy Inquiry
C0000500949,16942,198,2018-04-26 12:24:00.000,Neutral Call
C0000500950,16942,179,2018-04-30 14:00:00.000,Service Inquiry
C0000500951,16942,184,2018-04-30 14:24:00.000,Neutral Call
C0000500952,17003,125,2018-04-12 18:35:00.000,Neutral Call
C0000500953,17004,106,2018-04-01 11:40:00.000,Return Policy Inquiry
C0000500954,17004,175,2018-04-01 11:53:00.000,Neutral Call
C0000500955,17017,136,2018-04-14 06:20:00.000,Neutral Call
C0000500956,17017,164,2018-04-17 02:14:00.000,Purchase
C0000500957,17035,148,2018-04-15 09:37:00.000,Service Inquiry
C0000500958,17035,125,2018-04-16 12:18:00.000,Neutral Call
C0000500959,17035,176,2018-04-17 18:29:00.000,Purchase
C0000500960,17094,163,2018-04-11 11:17:00.000,Return Policy Inquiry
C0000500961,17094,137,2018-04-11 11:21:00.000,Neutral Call
C0000500962,17109,169,2018-04-11 11:44:00.000,Service Inquiry
C0000500963,17109,173,2018-04-11 11:52:00.000,Return Policy Inquiry
C0000500964,17109,114,2018-04-11 11:55:00.000,Neutral Call
C0000500965,17147,161,2018-04-03 22:17:00.000,Neutral Call
C0000500966,17147,127,2018-04-07 20:20:00.000,Purchase
C0000500967,17190,197,2018-04-02 20:08:00.000,Return Policy Inquiry
C0000500968,17190,140,2018-04-04 03:46:00.000,Purchase
C0000500969,17223,127,2018-03-30 14:42:00.000,Neutral Call
C0000500970,17228,110,2018-04-18 11:53:00.000,Neutral Call
C0000500971,17228,132,2018-04-18 11:58:00.000,Purchase
C0000500972,17294,112,2018-03-23 00:58:00.000,Neutral Call
C0000500973,17294,139,2018-03-24 07:07:00.000,Purchase
C0000500974,17322,142,2018-04-07 11:27:00.000,Service Inquiry
C0000500975,17322,139,2018-04-09 02:44:00.000,Neutral Call
C0000500976,17322,170,2018-04-09 02:57:00.000,Return Policy Inquiry
C0000500977,17327,140,2018-04-19 22:46:00.000,Neutral Call
C0000500978,17348,168,2018-03-14 10:43:00.000,Neutral Call
C0000500979,17375,188,2018-04-10 12:29:00.000,Neutral Call
C0000500980,17375,103,2018-04-11 21:33:00.000,Return Policy Inquiry
C0000500981,17388,178,2018-04-07 19:05:00.000,Neutral Call
C0000500982,17388,138,2018-04-09 01:06:00.000,Service Inquiry
C0000500983,17388,184,2018-04-13 10:23:00.000,Purchase
C0000500984,17393,167,2018-04-19 01:24:00.000,Purchase
C0000500985,17455,104,2018-05-07 05:03:00.000,Service Inquiry
C0000500986,17455,195,2018-05-07 05:05:00.000,Neutral Call
C0000500987,17539,142,2018-04-05 08:59:00.000,Neutral Call
C0000500988,17539,113,2018-04-06 19:36:00.000,Purchase
C0000500989,17585,191,2018-03-24 05:23:00.000,Service Inquiry
C0000500990,17585,135,2018-03-24 05:34:00.000,Neutral Call
C0000500991,17585,146,2018-03-28 08:32:00.000,Purchase
C0000500992,17591,166,2018-04-04 16:14:00.000,Service Inquiry
C0000500993,17606,129,2018-03-21 01:24:00.000,Neutral Call
C0000500994,17606,200,2018-03-21 01:30:00.000,Service Inquiry
C0000500995,17645,153,2018-03-22 20:24:00.000,Return Policy Inquiry
C0000500996,17685,130,2018-05-05 09:19:00.000,Neutral Call
C0000500997,17715,131,2018-04-13 13:20:00.000,Service Inquiry
C0000500998,17715,115,2018-04-13 13:25:00.000,Return Policy Inquiry
C0000500999,17715,157,2018-04-14 23:21:00.000,Neutral Call
C0000501000,17729,165,2018-05-14 13:57:00.000,Neutral Call
C0000501001,17749,133,2018-05-04 02:26:00.000,Neutral Call
C0000501002,17749,117,2018-05-06 23:21:00.000,Service Inquiry
C0000501003,17754,165,2018-04-21 13:58:00.000,Neutral Call
C0000501004,17757,166,2018-03-25 18:45:00.000,Return Policy Inquiry
C0000501005,17757,171,2018-03-27 04:21:00.000,Service Inquiry
C0000501006,17757,180,2018-03-27 04:31:00.000,Neutral Call
C0000501007,17758,155,2018-03-13 13:49:00.000,Purchase
C0000501008,17875,172,2018-04-14 03:30:00.000,Purchase
C0000501009,17923,164,2018-04-14 13:18:00.000,Neutral Call
C0000501010,17923,166,2018-04-15 19:29:00.000,Purchase
C0000501011,17945,175,2018-04-22 06:29:00.000,Service Inquiry
C0000501012,17945,161,2018-04-22 06:40:00.000,Neutral Call
C0000501013,17960,163,2018-03-21 15:38:00.000,Return Policy Inquiry
C0000501014,17960,111,2018-03-21 15:40:00.000,Service Inquiry
C0000501015,17960,154,2018-03-23 00:52:00.000,Neutral Call
C0000501016,17960,196,2018-03-26 20:58:00.000,Neutral Call
C0000501017,17960,142,2018-03-28 05:00:00.000,Purchase
C0000501018,17967,131,2018-04-04 14:10:00.000,Neutral Call
C0000501019,17980,114,2018-04-16 09:52:00.000,Neutral Call
C0000501020,18006,144,2018-04-17 05:17:00.000,Neutral Call
C0000501021,18006,197,2018-04-21 04:09:00.000,Purchase
C0000501022,18041,198,2018-03-31 16:26:00.000,Neutral Call
C0000501023,18105,169,2018-05-10 21:36:00.000,Neutral Call
C0000501024,18105,105,2018-05-12 03:42:00.000,Return Policy Inquiry
C0000501025,18118,106,2018-04-29 08:47:00.000,Purchase
C0000501026,18149,106,2018-03-16 13:35:00.000,Service Inquiry
C0000501027,18149,189,2018-03-16 13:37:00.000,Neutral Call
C0000501028,18197,161,2018-05-13 12:01:00.000,Neutral Call
C0000501029,18280,126,2018-04-20 21:36:00.000,Neutral Call
C0000501030,18283,111,2018-04-08 05:31:00.000,Neutral Call
C0000501031,18284,100,2018-03-20 14:22:00.000,Neutral Call
C0000501032,18284,195,2018-03-20 14:25:00.000,Return Policy Inquiry
C0000501033,18290,141,2018-04-02 19:30:00.000,Purchase
C0000501034,18297,165,2018-04-14 05:53:00.000,Neutral Call
C0000501035,18297,188,2018-04-14 05:56:00.000,Service Inquiry
C0000501036,18297,187,2018-04-15 06:41:00.000,Purchase
C0000501037,18355,124,2018-03-15 20:53:00.000,Neutral Call
C0000501038,18355,110,2018-03-15 20:58:00.000,Purchase
C0000501039,18381,116,2018-03-24 05:26:00.000,Service Inquiry
C0000501040,18381,154,2018-03-24 05:37:00.000,Neutral Call
C0000501041,18381,104,2018-03-28 15:43:00.000,Neutral Call
C0000501042,18405,162,2018-04-20 20:32:00.000,Neutral Call
C0000501043,18427,149,2018-03-24 13:47:00.000,Purchase
C0000501044,18459,174,2018-04-03 18:10:00.000,Purchase
C0000501045,18468,121,2018-05-11 17:06:00.000,Neutral Call
C0000501046,18481,154,2018-03-21 12:12:00.000,Neutral Call
C0000501047,18485,135,2018-04-08 01:08:00.000,Return Policy Inquiry
C0000501048,18485,151,2018-04-08 01:13:00.000,Neutral Call
C0000501049,18507,192,2018-04-04 13:49:00.000,Service Inquiry
C0000501050,18507,191,2018-04-05 23:24:00.000,Neutral Call
C0000501051,18507,155,2018-04-05 23:33:00.000,Return Policy Inquiry
C0000501052,18568,178,2018-05-08 21:42:00.000,Neutral Call
C0000501053,18568,130,2018-05-12 01:30:00.000,Return Policy Inquiry
C0000501054,18598,127,2018-04-07 05:54:00.000,Service Inquiry
C0000501055,18598,125,2018-04-08 11:54:00.000,Neutral Call
C0000501056,18633,154,2018-04-10 18:09:00.000,Neutral Call
C0000501057,18673,100,2018-03-19 12:53:00.000,Neutral Call
C0000501058,18673,130,2018-03-20 18:56:00.000,Return Policy Inquiry
C0000501059,18705,137,2018-05-11 22:44:00.000,Neutral Call
C0000501060,18705,143,2018-05-13 04:53:00.000,Purchase
C0000501061,18723,123,2018-04-19 20:49:00.000,Neutral Call
C0000501062,18776,110,2018-03-24 21:01:00.000,Purchase
C0000501063,18815,149,2018-03-31 22:50:00.000,Neutral Call
C0000501064,18831,166,2018-05-10 09:46:00.000,Neutral Call
C0000501065,18832,196,2018-04-13 20:18:00.000,Neutral Call
C0000501066,18832,122,2018-04-13 20:29:00.000,Purchase
C0000501067,18840,151,2018-04-29 10:05:00.000,Return Policy Inquiry
C0000501068,18845,192,2018-05-03 02:54:00.000,Neutral Call
C0000501069,18853,118,2018-05-05 02:12:00.000,Neutral Call
C0000501070,18946,128,2018-04-24 06:15:00.000,Return Policy Inquiry
C0000501071,18946,141,2018-04-25 09:18:00.000,Neutral Call
C0000501072,18949,138,2018-04-26 05:14:00.000,Neutral Call
C0000501073,18949,170,2018-04-27 11:28:00.000,Service Inquiry
C0000501074,18949,170,2018-04-27 11:36:00.000,Return Policy Inquiry
C0000501075,18997,165,2018-04-10 16:37:00.000,Neutral Call
C0000501076,18997,193,2018-04-11 18:46:00.000,Return Policy Inquiry
C0000501077,19072,124,2018-04-04 00:22:00.000,Purchase
C0000501078,19076,176,2018-05-03 01:02:00.000,Return Policy Inquiry
C0000501079,19076,190,2018-05-04 02:44:00.000,Purchase
C0000501080,19090,182,2018-05-04 09:05:00.000,Service Inquiry
C0000501081,19090,188,2018-05-07 02:40:00.000,Purchase
C0000501082,19106,148,2018-04-29 09:05:00.000,Neutral Call
C0000501083,19228,162,2018-03-26 01:27:00.000,Return Policy Inquiry
C0000501084,19228,107,2018-03-26 01:42:00.000,Purchase
C0000501085,19256,152,2018-05-14 08:51:00.000,Neutral Call
C0000501086,19256,158,2018-05-15 14:00:00.000,Purchase
C0000501087,19263,151,2018-04-10 05:18:00.000,Neutral Call
C0000501088,19263,148,2018-04-12 12:10:00.000,Purchase
C0000501089,19311,173,2018-04-12 21:18:00.000,Neutral Call
C0000501090,19311,117,2018-04-14 03:24:00.000,Return Policy Inquiry
C0000501091,19311,110,2018-04-14 03:28:00.000,Service Inquiry
C0000501092,19320,159,2018-04-01 11:54:00.000,Neutral Call
C0000501093,19320,161,2018-04-03 01:55:00.000,Purchase
C0000501094,19329,104,2018-05-13 16:15:00.000,Neutral Call
C0000501095,19329,142,2018-05-13 16:17:00.000,Service Inquiry
C0000501096,19329,150,2018-05-15 01:11:00.000,Purchase
C0000501097,19358,167,2018-03-21 01:31:00.000,Service Inquiry
C0000501098,19358,148,2018-03-21 01:43:00.000,Neutral Call
C0000501099,19428,103,2018-04-08 10:06:00.000,Neutral Call
C0000501100,19428,161,2018-04-08 10:12:00.000,Purchase
C0000501101,19431,156,2018-03-22 04:03:00.000,Purchase
C0000501102,19462,153,2018-05-03 23:57:00.000,Neutral Call
C0000501103,19462,134,2018-05-05 06:08:00.000,Return Policy Inquiry
C0000501104,19507,120,2018-05-06 13:59:00.000,Return Policy Inquiry
C0000501105,19507,175,2018-05-06 14:07:00.000,Neutral Call
C0000501106,19517,174,2018-04-19 00:24:00.000,Purchase
C0000501107,19576,163,2018-03-25 05:58:00.000,Neutral Call
C0000501108,19576,161,2018-03-25 06:04:00.000,Purchase
C0000501109,19587,180,2018-04-21 02:15:00.000,Service Inquiry
C0000501110,19587,138,2018-04-22 05:18:00.000,Purchase
C0000501111,19615,140,2018-03-31 21:43:00.000,Neutral Call
C0000501112,19650,169,2018-05-03 07:23:00.000,Return Policy Inquiry
C0000501113,19650,100,2018-05-04 19:00:00.000,Service Inquiry
C0000501114,19650,120,2018-05-04 19:05:00.000,Neutral Call
C0000501115,19650,143,2018-05-06 10:57:00.000,Purchase
C0000501116,19745,122,2018-03-18 14:18:00.000,Neutral Call
C0000501117,19745,126,2018-03-18 14:21:00.000,Return Policy Inquiry
C0000501118,19745,154,2018-03-21 02:16:00.000,Purchase
C0000501119,19759,178,2018-04-09 23:40:00.000,Purchase
C0000501120,19799,128,2018-05-01 22:14:00.000,Neutral Call
C0000501121,19851,139,2018-04-04 06:27:00.000,Return Policy Inquiry
C0000501122,19851,108,2018-04-05 06:35:00.000,Neutral Call
C0000501123,19866,199,2018-04-17 08:25:00.000,Return Policy Inquiry
C0000501124,19866,114,2018-04-17 08:28:00.000,Neutral Call
C0000501125,19881,137,2018-03-27 20:29:00.000,Neutral Call
C0000501126,19890,109,2018-04-19 23:12:00.000,Neutral Call
C0000501127,19890,168,2018-04-19 23:19:00.000,Service Inquiry
C0000501128,19916,186,2018-05-10 11:48:00.000,Neutral Call
C0000501129,19928,139,2018-03-31 20:45:00.000,Purchase
C0000501130,19960,161,2018-03-16 20:26:00.000,Neutral Call
C0000501131,19984,183,2018-03-21 03:11:00.000,Purchase
C0000501132,20045,123,2018-03-17 00:09:00.000,Neutral Call
C0000501133,20045,110,2018-03-18 02:51:00.000,Purchase
C0000501134,20049,116,2018-04-14 18:38:00.000,Return Policy Inquiry
C0000501135,20049,107,2018-04-14 18:46:00.000,Neutral Call
C0000501136,20049,114,2018-04-16 04:52:00.000,Service Inquiry
C0000501137,20084,181,2018-04-16 22:12:00.000,Neutral Call
C0000501138,20084,160,2018-04-18 07:08:00.000,Purchase
C0000501139,20088,185,2018-05-01 04:06:00.000,Neutral Call
C0000501140,20106,129,2018-04-02 01:40:00.000,Return Policy Inquiry
C0000501141,20106,151,2018-04-02 01:46:00.000,Neutral Call
C0000501142,20134,142,2018-04-15 09:28:00.000,Purchase
C0000501143,20157,140,2018-05-13 22:47:00.000,Neutral Call
C0000501144,20157,183,2018-05-15 05:20:00.000,Purchase
C0000501145,20204,115,2018-03-26 05:48:00.000,Neutral Call
C0000501146,20204,185,2018-03-30 10:55:00.000,Neutral Call
C0000501147,20216,180,2018-03-24 22:24:00.000,Purchase
C0000501148,20267,124,2018-03-25 19:28:00.000,Neutral Call
C0000501149,20267,182,2018-03-27 01:31:00.000,Return Policy Inquiry
C0000501150,20267,154,2018-03-28 07:54:00.000,Purchase
C0000501151,20317,142,2018-05-11 09:15:00.000,Neutral Call
C0000501152,20317,118,2018-05-11 09:26:00.000,Service Inquiry
C0000501153,20317,176,2018-05-13 22:38:00.000,Purchase
C0000501154,20318,122,2018-04-10 23:39:00.000,Neutral Call
C0000501155,20318,198,2018-04-10 23:43:00.000,Return Policy Inquiry
C0000501156,20318,170,2018-04-13 11:58:00.000,Purchase
C0000501157,20348,138,2018-03-28 05:28:00.000,Neutral Call
C0000501158,20348,200,2018-04-01 04:09:00.000,Return Policy Inquiry
C0000501159,20348,155,2018-04-01 04:12:00.000,Neutral Call
C0000501160,20348,158,2018-04-02 05:20:00.000,Purchase
C0000501161,20352,117,2018-04-22 10:39:00.000,Neutral Call
C0000501162,20352,152,2018-04-22 10:44:00.000,Return Policy Inquiry
C0000501163,20373,177,2018-04-22 11:20:00.000,Neutral Call
C0000501164,20373,139,2018-04-22 11:30:00.000,Purchase
C0000501165,20381,200,2018-04-07 11:51:00.000,Service Inquiry
C0000501166,20381,170,2018-04-07 11:59:00.000,Return Policy Inquiry
C0000501167,20381,116,2018-04-07 12:01:00.000,Neutral Call
C0000501168,20392,123,2018-03-16 14:35:00.000,Purchase
C0000501169,20708,144,2018-04-06 01:37:00.000,Service Inquiry
C0000501170,20708,139,2018-04-06 01:40:00.000,Neutral Call
C0000501171,20708,151,2018-04-07 12:54:00.000,Return Policy Inquiry
C0000501172,20720,158,2018-05-03 11:21:00.000,Neutral Call
C0000501173,20721,196,2018-04-11 09:35:00.000,Service Inquiry
C0000501174,20725,129,2018-04-01 23:08:00.000,Return Policy Inquiry
C0000501175,20747,187,2018-05-08 14:44:00.000,Return Policy Inquiry
C0000501176,20753,119,2018-04-07 15:02:00.000,Neutral Call
C0000501177,20765,184,2018-04-23 09:32:00.000,Neutral Call
C0000501178,20765,140,2018-04-26 05:23:00.000,Service Inquiry
C0000501179,20835,158,2018-05-11 22:55:00.000,Neutral Call
C0000501180,20845,164,2018-04-21 22:54:00.000,Neutral Call
C0000501181,20845,117,2018-04-24 08:52:00.000,Purchase
C0000501182,20853,109,2018-05-06 02:26:00.000,Neutral Call
C0000501183,20853,111,2018-05-10 01:13:00.000,Purchase
C0000501184,20894,184,2018-03-26 12:46:00.000,Neutral Call
C0000501185,20913,132,2018-04-08 04:19:00.000,Purchase
C0000501186,20958,132,2018-03-27 10:51:00.000,Service Inquiry
C0000501187,20958,180,2018-03-27 10:55:00.000,Neutral Call
C0000501188,20967,176,2018-04-07 18:25:00.000,Service Inquiry
C0000501189,21000,194,2018-04-16 00:37:00.000,Neutral Call
C0000501190,21009,117,2018-05-15 18:09:00.000,Service Inquiry
C0000501191,21012,200,2018-04-29 12:12:00.000,Neutral Call
C0000501192,21068,170,2018-04-27 02:37:00.000,Return Policy Inquiry
C0000501193,21068,171,2018-05-01 11:42:00.000,Neutral Call
C0000501194,21068,146,2018-05-01 11:45:00.000,Purchase
C0000501195,21092,132,2018-04-19 08:33:00.000,Neutral Call
C0000501196,21186,189,2018-04-15 04:57:00.000,Neutral Call
C0000501197,21229,172,2018-03-25 03:33:00.000,Neutral Call
C0000501198,21289,167,2018-04-17 19:31:00.000,Neutral Call
C0000501199,21312,114,2018-05-03 10:15:00.000,Service Inquiry
C0000501200,21318,104,2018-05-04 11:22:00.000,Neutral Call
C0000501201,21319,108,2018-05-05 07:27:00.000,Purchase
C0000501202,21327,188,2018-04-25 07:18:00.000,Neutral Call
C0000501203,21327,185,2018-04-28 05:52:00.000,Service Inquiry
C0000501204,21364,182,2018-03-28 07:57:00.000,Neutral Call
C0000501205,21364,174,2018-03-28 08:06:00.000,Service Inquiry
C0000501206,21364,155,2018-03-28 08:10:00.000,Return Policy Inquiry
C0000501207,21364,104,2018-03-29 20:14:00.000,Purchase
C0000501208,21377,107,2018-03-15 00:39:00.000,Neutral Call
C0000501209,21377,123,2018-03-17 09:28:00.000,Purchase
C0000501210,21381,118,2018-04-11 12:02:00.000,Neutral Call
C0000501211,21491,116,2018-05-07 05:02:00.000,Neutral Call
C0000501212,21491,183,2018-05-10 14:10:00.000,Purchase
C0000501213,21509,190,2018-03-26 04:22:00.000,Neutral Call
C0000501214,21518,186,2018-04-26 05:15:00.000,Neutral Call
C0000501215,21534,156,2018-03-20 08:56:00.000,Neutral Call
C0000501216,21534,148,2018-03-23 09:01:00.000,Neutral Call
C0000501217,21541,192,2018-05-04 02:57:00.000,Service Inquiry
C0000501218,21541,181,2018-05-04 03:08:00.000,Return Policy Inquiry
C0000501219,21541,105,2018-05-04 03:13:00.000,Purchase
C0000501220,21543,172,2018-04-14 20:30:00.000,Neutral Call
C0000501221,21587,176,2018-03-31 08:27:00.000,Return Policy Inquiry
C0000501222,21605,152,2018-03-17 06:56:00.000,Neutral Call
C0000501223,21631,183,2018-04-14 14:34:00.000,Purchase
C0000501224,21646,118,2018-03-26 09:59:00.000,Purchase
C0000501225,21749,178,2018-04-18 22:54:00.000,Neutral Call
C0000501226,21749,193,2018-04-18 22:57:00.000,Return Policy Inquiry
C0000501227,21776,116,2018-04-25 00:32:00.000,Neutral Call
C0000501228,21883,141,2018-04-14 17:03:00.000,Purchase
C0000501229,21917,141,2018-04-15 12:05:00.000,Return Policy Inquiry
C0000501230,21935,158,2018-05-05 01:44:00.000,Neutral Call
C0000501231,21935,152,2018-05-05 01:48:00.000,Service Inquiry
C0000501232,21935,106,2018-05-05 01:53:00.000,Purchase
C0000501233,21990,156,2018-04-26 21:57:00.000,Purchase
C0000501234,22027,187,2018-04-07 11:52:00.000,Neutral Call
C0000501235,22027,184,2018-04-07 12:03:00.000,Purchase
C0000501236,22066,195,2018-04-15 17:08:00.000,Neutral Call
C0000501237,22106,168,2018-03-23 10:03:00.000,Neutral Call
C0000501238,22149,105,2018-04-22 09:43:00.000,Neutral Call
C0000501239,22151,148,2018-05-13 13:27:00.000,Neutral Call
C0000501240,22151,139,2018-05-16 16:03:00.000,Neutral Call
C0000501241,22151,160,2018-05-18 06:50:00.000,Purchase
C0000501242,22158,121,2018-04-11 08:52:00.000,Return Policy Inquiry
C0000501243,22158,166,2018-04-12 17:25:00.000,Neutral Call
C0000501244,22190,135,2018-03-26 08:34:00.000,Purchase
C0000501245,22239,156,2018-04-02 04:49:00.000,Service Inquiry
C0000501246,22239,139,2018-04-03 08:33:00.000,Neutral Call
C0000501247,22276,193,2018-03-17 01:18:00.000,Service Inquiry
C0000501248,22276,110,2018-03-18 02:25:00.000,Neutral Call
C0000501249,22276,138,2018-03-19 11:14:00.000,Purchase
C0000501250,22315,117,2018-05-02 14:58:00.000,Neutral Call
C0000501251,22315,147,2018-05-03 17:53:00.000,Purchase
C0000501252,22378,170,2018-05-06 08:43:00.000,Service Inquiry
C0000501253,22411,128,2018-04-25 05:58:00.000,Neutral Call
C0000501254,22411,146,2018-04-27 13:42:00.000,Return Policy Inquiry
C0000501255,22411,177,2018-04-27 13:48:00.000,Service Inquiry
C0000501256,22467,138,2018-04-15 09:20:00.000,Neutral Call
C0000501257,22467,114,2018-04-17 16:32:00.000,Return Policy Inquiry
C0000501258,22550,162,2018-05-03 01:55:00.000,Service Inquiry
C0000501259,22550,134,2018-05-04 07:18:00.000,Purchase
C0000501260,22561,120,2018-05-01 09:43:00.000,Neutral Call
C0000501261,22561,125,2018-05-02 19:42:00.000,Purchase
C0000501262,22596,112,2018-03-25 01:27:00.000,Neutral Call
C0000501263,22596,173,2018-03-25 01:28:00.000,Return Policy Inquiry
C0000501264,22607,174,2018-04-14 09:02:00.000,Neutral Call
C0000501265,22616,133,2018-03-23 18:35:00.000,Neutral Call
C0000501266,22616,131,2018-03-27 09:24:00.000,Neutral Call
C0000501267,22693,137,2018-04-05 06:32:00.000,Purchase
C0000501268,22724,173,2018-04-10 14:40:00.000,Neutral Call
C0000501269,22724,141,2018-04-13 04:43:00.000,Purchase
C0000501270,22769,189,2018-03-15 14:25:00.000,Purchase
C0000501271,22782,105,2018-03-21 17:31:00.000,Return Policy Inquiry
C0000501272,22782,186,2018-03-21 17:35:00.000,Neutral Call
C0000501273,22782,177,2018-03-23 01:46:00.000,Purchase
C0000501274,22826,191,2018-03-11 22:49:00.000,Neutral Call
C0000501275,22852,105,2018-04-24 17:20:00.000,Return Policy Inquiry
C0000501276,22852,143,2018-04-24 17:23:00.000,Neutral Call
C0000501277,22894,197,2018-03-18 18:07:00.000,Neutral Call
C0000501278,22901,123,2018-04-09 11:01:00.000,Neutral Call
C0000501279,22901,175,2018-04-09 11:18:00.000,Return Policy Inquiry
C0000501280,22901,183,2018-04-12 12:50:00.000,Neutral Call
C0000501281,22907,102,2018-03-26 03:07:00.000,Purchase
C0000501282,22947,124,2018-05-13 07:33:00.000,Return Policy Inquiry
C0000501283,22947,193,2018-05-13 07:52:00.000,Neutral Call
C0000501284,22977,104,2018-04-08 19:30:00.000,Neutral Call
C0000501285,22977,154,2018-04-12 23:41:00.000,Return Policy Inquiry
C0000501286,22977,175,2018-04-15 19:56:00.000,Purchase
C0000501287,23020,163,2018-04-05 11:59:00.000,Purchase
C0000501288,23069,199,2018-03-27 02:35:00.000,Return Policy Inquiry
C0000501289,23069,194,2018-03-28 06:23:00.000,Neutral Call
C0000501290,23069,194,2018-03-29 12:53:00.000,Purchase
C0000501291,23095,108,2018-03-22 23:33:00.000,Purchase
C0000501292,23099,135,2018-04-06 05:46:00.000,Neutral Call
C0000501293,23099,157,2018-04-10 12:24:00.000,Service Inquiry
C0000501294,23099,182,2018-04-13 03:25:00.000,Purchase
C0000501295,23185,157,2018-05-12 17:21:00.000,Purchase
C0000501296,23216,200,2018-04-20 07:03:00.000,Neutral Call
C0000501297,23216,159,2018-04-20 07:12:00.000,Purchase
C0000501298,23293,197,2018-05-04 03:29:00.000,Service Inquiry
C0000501299,23293,101,2018-05-04 03:31:00.000,Neutral Call
C0000501300,23293,163,2018-05-05 06:23:00.000,Return Policy Inquiry
C0000501301,23481,192,2018-04-19 18:13:00.000,Neutral Call
C0000501302,23481,180,2018-04-20 23:28:00.000,Purchase
C0000501303,23527,101,2018-04-25 01:48:00.000,Neutral Call
C0000501304,23527,197,2018-04-26 03:22:00.000,Return Policy Inquiry
C0000501305,23594,200,2018-04-22 11:55:00.000,Purchase
C0000501306,23598,117,2018-03-14 15:02:00.000,Neutral Call
C0000501307,23598,122,2018-03-14 15:04:00.000,Purchase
C0000501308,23668,175,2018-04-20 10:13:00.000,Return Policy Inquiry
C0000501309,23675,184,2018-03-28 03:36:00.000,Neutral Call
C0000501310,23675,132,2018-04-03 02:39:00.000,Purchase
C0000501311,23676,152,2018-05-13 10:30:00.000,Neutral Call
C0000501312,23676,157,2018-05-15 14:28:00.000,Purchase
C0000501313,23705,161,2018-04-02 10:23:00.000,Purchase
C0000501314,23715,137,2018-04-27 18:07:00.000,Neutral Call
C0000501315,23715,116,2018-05-03 03:47:00.000,Service Inquiry
C0000501316,23715,118,2018-05-06 00:35:00.000,Neutral Call
C0000501317,23738,100,2018-03-30 00:04:00.000,Neutral Call
C0000501318,23738,126,2018-03-30 00:11:00.000,Service Inquiry
C0000501319,23738,195,2018-03-31 09:48:00.000,Purchase
C0000501320,23768,169,2018-03-24 16:55:00.000,Service Inquiry
C0000501321,23768,196,2018-03-25 19:26:00.000,Neutral Call
C0000501322,23804,113,2018-04-05 00:32:00.000,Neutral Call
C0000501323,23804,197,2018-04-07 09:50:00.000,Return Policy Inquiry
C0000501324,23804,194,2018-04-08 10:58:00.000,Service Inquiry
