"TD_TIMECODE","CUSTOMER_ID","SERVER_ID","PAGE","BROWSE_ID"
"2018-04-12 09:36:00.000000",75328,"CV186","Return Policy Inquiry","W0000206296"
"2018-04-12 09:38:00.000000",11288,"JM76","Product Browsing","W0000206298"
"2018-04-12 09:38:00.000000",171388,"OL162","Product Browsing","W0000206302"
"2018-04-12 09:40:00.000000",75328,"CV186","Web Chat","W0000206307"
"2018-04-12 09:40:00.000000",233379,"EA59","Web Chat","W0000206310"
"2018-04-12 09:46:00.000000",53903,"OL162","Return Policy Inquiry","W0000206311"
"2018-04-12 09:47:00.000000",53903,"OL162","Service Inquiry","W0000206313"
"2018-04-12 12:10:00.000000",51283,"OL162","Purchase","W0000206322"
"2018-04-12 12:10:00.000000",1100036,"ZG67","Product Return","W0000206323"
"2018-04-12 12:13:00.000000",76200,"ZG67","Product Browsing","W0000206326"
"2018-04-12 12:13:00.000000",108220,"ZG67","Product Browsing","W0000206327"
"2018-04-12 12:13:00.000000",12160,"JM76","Product Browsing","W0000206324"
"2018-04-12 12:24:00.000000",106172,"OL162","Product Return","W0000206337"
"2018-04-12 12:24:00.000000",10112,"VP10","Purchase","W0000206335"
"2018-04-12 12:51:00.000000",118961,"OL162","Online Feedback","W0000206340"
"2018-04-12 12:51:00.000000",54921,"ZG67","Service Inquiry","W0000206338"
"2018-04-12 12:51:00.000000",86941,"ZG67","Online Feedback","W0000206339"
"2018-04-12 12:51:00.000000",213021,"CV186","Online Feedback","W0000206341"
"2018-04-12 12:57:00.000000",18832,"VP10","Return Policy Inquiry","W0000206342"
"2018-04-12 12:58:00.000000",114892,"OL162","Online Feedback","W0000206345"
"2018-04-12 13:09:00.000000",129564,"VP10","Web Chat","W0000206351"
"2018-04-12 14:01:00.000000",93867,"ZG67","Product Browsing","W0000206354"
"2018-04-12 14:01:00.000000",189927,"ZG67","Product Browsing","W0000206356"
"2018-04-12 14:07:00.000000",93867,"ZG67","Web Chat","W0000206359"
"2018-04-12 14:07:00.000000",189927,"ZG67","Web Chat","W0000206361"
"2018-04-12 14:07:00.000000",61847,"JM76","Web Chat","W0000206358"
"2018-04-12 14:07:00.000000",125887,"JM76","Web Chat","W0000206360"
"2018-04-12 14:09:00.000000",93867,"ZG67","Return Policy Inquiry","W0000206364"
"2018-04-12 14:09:00.000000",157907,"ZG67","Return Policy Inquiry","W0000206365"
"2018-04-12 14:09:00.000000",29827,"EA59","Return Policy Inquiry","W0000206362"
"2018-04-12 14:32:00.000000",81915,"VP10","Product Browsing","W0000206372"
"2018-04-12 14:35:00.000000",82337,"OL162","Web Chat","W0000206377"
"2018-04-12 14:35:00.000000",50317,"ZG67","Web Chat","W0000206376"
"2018-04-12 14:35:00.000000",114357,"ZG67","Web Chat","W0000206378"
"2018-04-12 14:35:00.000000",178397,"CV186","Web Chat","W0000206379"
"2018-04-12 17:03:00.000000",111266,"OL162","Online Feedback","W0000206381"
"2018-04-12 17:11:00.000000",111266,"OL162","Return Policy Inquiry","W0000206384"
"2018-04-12 17:13:00.000000",27031,"OL162","Return Policy Inquiry","W0000206385"
"2018-04-12 17:13:00.000000",187131,"OL162","Return Policy Inquiry","W0000206386"
"2018-04-12 17:15:00.000000",86198,"CV186","Web Chat","W0000206389"
"2018-04-12 17:15:00.000000",150238,"CV186","Web Chat","W0000206391"
"2018-04-12 17:15:00.000000",54178,"JM76","Web Chat","W0000206388"
"2018-04-12 17:15:00.000000",118218,"JM76","Web Chat","W0000206390"
"2018-04-12 17:15:00.000000",212278,"JM76","Web Chat","W0000206392"
"2018-04-12 17:15:00.000000",22158,"ZG67","Web Chat","W0000206387"
"2018-04-12 18:29:00.000000",17003,"VP10","Return Policy Inquiry","W0000206393"
"2018-04-12 18:29:00.000000",81043,"EA59","Return Policy Inquiry","W0000206394"
"2018-04-12 19:04:00.000000",73076,"EA59","Online Feedback","W0000206396"
"2018-04-12 19:04:00.000000",169136,"CV186","Online Feedback","W0000206398"
"2018-04-12 19:04:00.000000",231127,"CV186","Online Feedback","W0000206399"
"2018-04-12 19:14:00.000000",9036,"JM76","Purchase","W0000206400"
"2018-04-12 19:14:00.000000",73076,"EA59","Product Return","W0000206401"
"2018-04-12 19:39:00.000000",97070,"OL162","Product Browsing","W0000206404"
"2018-04-12 19:39:00.000000",161110,"OL162","Product Browsing","W0000206405"
"2018-04-12 19:57:00.000000",80078,"VP10","Web Chat","W0000206412"
"2018-04-12 19:57:00.000000",144118,"ZG67","Web Chat","W0000206414"
"2018-04-12 19:57:00.000000",176138,"ZG67","Web Chat","W0000206415"
"2018-04-12 19:57:00.000000",48058,"CV186","Web Chat","W0000206411"
"2018-04-12 20:03:00.000000",16038,"OL162","Return Policy Inquiry","W0000206416"
"2018-04-12 20:03:00.000000",48058,"CV186","Return Policy Inquiry","W0000206417"
"2018-04-12 20:05:00.000000",144118,"ZG67","Online Feedback","W0000206422"
"2018-04-12 21:28:00.000000",65097,"ZG67","Return Policy Inquiry","W0000206424"
"2018-04-12 21:29:00.000000",1100128,"VP10","Product Browsing","W0000206429"
"2018-04-12 21:29:00.000000",97117,"CV186","Product Browsing","W0000206428"
"2018-04-12 21:29:00.000000",65097,"ZG67","Product Browsing","W0000206427"
"2018-04-12 21:31:00.000000",97117,"CV186","Web Chat","W0000206432"
"2018-04-12 21:38:00.000000",37367,"EA59","Purchase","W0000206437"
"2018-04-12 21:52:00.000000",73603,"EA59","Product Return","W0000206438"
"2018-04-12 22:38:00.000000",229120,"EA59","Product Browsing","W0000206445"
"2018-04-12 22:38:00.000000",135109,"EA59","Product Browsing","W0000206443"
"2018-04-12 22:38:00.000000",7029,"ZG67","Product Browsing","W0000206439"
"2018-04-12 23:41:00.000000",54997,"CV186","Return Policy Inquiry","W0000206447"
"2018-04-12 23:54:00.000000",42108,"ZG67","Product Browsing","W0000206450"
"2018-04-12 23:54:00.000000",74128,"ZG67","Product Browsing","W0000206451"
"2018-04-12 23:54:00.000000",106148,"VP10","Product Browsing","W0000206452"
"2018-04-13 01:43:00.000000",99187,"JM76","Online Feedback","W0000206454"
"2018-04-13 01:52:00.000000",35147,"ZG67","Product Browsing","W0000206456"
"2018-04-13 01:52:00.000000",67167,"ZG67","Product Browsing","W0000206457"
"2018-04-13 01:52:00.000000",3127,"EA59","Product Browsing","W0000206455"
"2018-04-13 01:52:00.000000",99187,"JM76","Product Browsing","W0000206458"
"2018-04-13 02:04:00.000000",22066,"JM76","Product Browsing","W0000206459"
"2018-04-13 02:04:00.000000",86106,"VP10","Product Browsing","W0000206461"
"2018-04-13 02:04:00.000000",54086,"OL162","Product Browsing","W0000206460"
"2018-04-13 02:04:00.000000",150146,"ZG67","Product Browsing","W0000206463"
"2018-04-13 02:35:00.000000",93246,"OL162","Product Browsing","W0000206466"
"2018-04-13 02:35:00.000000",61226,"ZG67","Product Browsing","W0000206465"
"2018-04-13 02:35:00.000000",125266,"ZG67","Product Browsing","W0000206467"
"2018-04-13 02:35:00.000000",29206,"JM76","Product Browsing","W0000206464"
"2018-04-13 03:17:00.000000",101762,"ZG67","Product Return","W0000206468"
"2018-04-13 03:25:00.000000",119159,"ZG67","Product Return","W0000206470"
"2018-04-13 03:25:00.000000",87139,"EA59","Product Return","W0000206469"
"2018-04-13 03:39:00.000000",39937,"JM76","Web Chat","W0000206472"
"2018-04-13 03:39:00.000000",71957,"EA59","Web Chat","W0000206473"
"2018-04-13 03:39:00.000000",198037,"VP10","Web Chat","W0000206475"
"2018-04-13 03:39:00.000000",7917,"OL162","Web Chat","W0000206471"
"2018-04-13 03:39:00.000000",230008,"OL162","Web Chat","W0000206476"
"2018-04-13 03:41:00.000000",181643,"CV186","Online Feedback","W0000206481"
"2018-04-13 03:50:00.000000",117603,"EA59","Web Chat","W0000206487"
"2018-04-13 03:50:00.000000",53563,"OL162","Web Chat","W0000206485"
"2018-04-13 05:34:00.000000",98617,"VP10","Online Feedback","W0000206491"
"2018-04-13 05:35:00.000000",2557,"OL162","Product Browsing","W0000206493"
"2018-04-13 05:35:00.000000",66597,"EA59","Product Browsing","W0000206495"
"2018-04-13 05:53:00.000000",91146,"EA59","Web Chat","W0000206501"
"2018-04-13 05:53:00.000000",123166,"CV186","Web Chat","W0000206502"
"2018-04-13 07:44:00.000000",99251,"VP10","Product Browsing","W0000206514"
"2018-04-13 07:44:00.000000",67231,"ZG67","Product Browsing","W0000206513"
"2018-04-13 07:45:00.000000",41343,"ZG67","Web Chat","W0000206517"
"2018-04-13 07:47:00.000000",67231,"ZG67","Web Chat","W0000206522"
"2018-04-13 07:47:00.000000",131271,"ZG67","Web Chat","W0000206524"
"2018-04-13 07:47:00.000000",35211,"JM76","Web Chat","W0000206521"
"2018-04-13 07:47:00.000000",99251,"VP10","Web Chat","W0000206523"
"2018-04-13 07:47:00.000000",163291,"VP10","Web Chat","W0000206525"
"2018-04-13 09:04:00.000000",60237,"OL162","Product Browsing","W0000206534"
"2018-04-13 09:04:00.000000",188317,"OL162","Product Browsing","W0000206537"
"2018-04-13 09:04:00.000000",250308,"OL162","Product Browsing","W0000206538"
"2018-04-13 09:04:00.000000",28217,"JM76","Product Browsing","W0000206533"
"2018-04-13 09:04:00.000000",124277,"JM76","Product Browsing","W0000206536"
"2018-04-13 09:04:00.000000",92257,"EA59","Product Browsing","W0000206535"
"2018-04-13 09:41:00.000000",1938,"JM76","Product Browsing","W0000206539"
"2018-04-13 11:22:00.000000",81415,"VP10","Product Browsing","W0000206551"
"2018-04-13 11:58:00.000000",52338,"JM76","Purchase","W0000206553"
"2018-04-13 11:58:00.000000",84358,"ZG67","Product Return","W0000206554"
"2018-04-13 12:52:00.000000",56711,"EA59","Web Chat","W0000206557"
"2018-04-13 12:52:00.000000",109810,"EA59","Online Feedback","W0000206559"
"2018-04-13 12:52:00.000000",24691,"JM76","Web Chat","W0000206556"
"2018-04-13 12:52:00.000000",120751,"OL162","Web Chat","W0000206560"
"2018-04-13 12:52:00.000000",13750,"VP10","Service Inquiry","W0000206555"
"2018-04-13 12:52:00.000000",88731,"VP10","Web Chat","W0000206558"
"2018-04-13 12:53:00.000000",141830,"CV186","Return Policy Inquiry","W0000206564"
"2018-04-13 12:57:00.000000",88731,"VP10","Return Policy Inquiry","W0000206566"
"2018-04-13 12:59:00.000000",21883,"VP10","Web Chat","W0000206568"
"2018-04-13 12:59:00.000000",88731,"VP10","Online Feedback","W0000206571"
"2018-04-13 12:59:00.000000",53903,"OL162","Web Chat","W0000206569"
"2018-04-13 12:59:00.000000",120751,"OL162","Online Feedback","W0000206573"
"2018-04-13 12:59:00.000000",212003,"OL162","Web Chat","W0000206575"
"2018-04-13 13:07:00.000000",27218,"JM76","Product Browsing","W0000206578"
"2018-04-13 13:07:00.000000",62216,"JM76","Purchase","W0000206580"
"2018-04-13 13:07:00.000000",59238,"ZG67","Product Browsing","W0000206579"
"2018-04-13 13:07:00.000000",91258,"ZG67","Product Browsing","W0000206581"
"2018-04-13 13:07:00.000000",123278,"VP10","Product Browsing","W0000206582"
"2018-04-13 13:10:00.000000",59238,"ZG67","Service Inquiry","W0000206584"
"2018-04-13 13:10:00.000000",91258,"ZG67","Online Feedback","W0000206585"
"2018-04-13 13:20:00.000000",81755,"ZG67","Service Inquiry","W0000206588"
"2018-04-13 13:20:00.000000",113775,"ZG67","Online Feedback","W0000206589"
"2018-04-13 13:25:00.000000",49735,"JM76","Return Policy Inquiry","W0000206594"
"2018-04-13 13:26:00.000000",27218,"JM76","Return Policy Inquiry","W0000206595"
"2018-04-13 13:34:00.000000",49735,"JM76","Product Browsing","W0000206597"
"2018-04-13 14:04:00.000000",126178,"OL162","Online Feedback","W0000206602"
"2018-04-13 14:08:00.000000",62138,"CV186","Web Chat","W0000206606"
"2018-04-13 14:08:00.000000",94158,"CV186","Web Chat","W0000206607"
"2018-04-13 14:08:00.000000",30118,"JM76","Web Chat","W0000206605"
"2018-04-13 14:17:00.000000",26065,"JM76","Service Inquiry","W0000206610"
"2018-04-13 14:17:00.000000",61829,"JM76","Product Browsing","W0000206612"
"2018-04-13 14:17:00.000000",125869,"JM76","Product Browsing","W0000206616"
"2018-04-13 14:17:00.000000",122125,"CV186","Online Feedback","W0000206615"
"2018-04-13 14:22:00.000000",122125,"CV186","Web Chat","W0000206622"
"2018-04-13 14:22:00.000000",58085,"ZG67","Web Chat","W0000206620"
"2018-04-13 14:22:00.000000",90105,"ZG67","Web Chat","W0000206621"
"2018-04-13 14:24:00.000000",66399,"EA59","Product Return","W0000206624"
"2018-04-13 14:32:00.000000",122125,"CV186","Product Return","W0000206626"
"2018-04-13 14:41:00.000000",65088,"JM76","Web Chat","W0000206628"
"2018-04-13 14:41:00.000000",97108,"CV186","Web Chat","W0000206629"
"2018-04-13 14:42:00.000000",97108,"CV186","Product Browsing","W0000206633"
"2018-04-13 14:42:00.000000",65088,"JM76","Product Browsing","W0000206632"
"2018-04-13 15:11:00.000000",107348,"ZG67","Product Return","W0000206640"
"2018-04-13 15:11:00.000000",11288,"JM76","Purchase","W0000206639"
"2018-04-13 15:54:00.000000",201636,"ZG67","Return Policy Inquiry","W0000206641"
"2018-04-13 17:05:00.000000",76200,"ZG67","Return Policy Inquiry","W0000206644"
"2018-04-13 17:40:00.000000",76318,"ZG67","Service Inquiry","W0000206645"
"2018-04-13 17:40:00.000000",108338,"ZG67","Online Feedback","W0000206646"
"2018-04-13 17:40:00.000000",202398,"ZG67","Online Feedback","W0000206648"
"2018-04-13 17:42:00.000000",76318,"ZG67","Web Chat","W0000206651"
"2018-04-13 17:42:00.000000",108338,"ZG67","Web Chat","W0000206652"
"2018-04-13 18:19:00.000000",22158,"ZG67","Service Inquiry","W0000206653"
"2018-04-13 18:19:00.000000",118218,"JM76","Online Feedback","W0000206655"
"2018-04-13 18:25:00.000000",22158,"ZG67","Purchase","W0000206657"
"2018-04-13 19:01:00.000000",32634,"CV186","Web Chat","W0000206659"
"2018-04-13 19:01:00.000000",64654,"JM76","Web Chat","W0000206660"
"2018-04-13 19:01:00.000000",64654,"JM76","Online Feedback","W0000206661"
"2018-04-13 19:01:00.000000",96674,"ZG67","Web Chat","W0000206662"
"2018-04-13 19:01:00.000000",96674,"ZG67","Online Feedback","W0000206663"
"2018-04-13 19:01:00.000000",222705,"ZG67","Web Chat","W0000206665"
"2018-04-13 19:05:00.000000",32634,"CV186","Product Browsing","W0000206667"
"2018-04-13 19:05:00.000000",96674,"ZG67","Product Browsing","W0000206669"
"2018-04-13 19:10:00.000000",58829,"JM76","Web Chat","W0000206673"
"2018-04-13 19:15:00.000000",32634,"CV186","Return Policy Inquiry","W0000206676"
"2018-04-13 19:57:00.000000",84793,"EA59","Product Return","W0000206680"
"2018-04-13 20:05:00.000000",58499,"CV186","Web Chat","W0000206683"
"2018-04-13 20:05:00.000000",216599,"OL162","Web Chat","W0000206686"
"2018-04-13 20:32:00.000000",1484,"ZG67","Product Browsing","W0000206690"
"2018-04-13 20:32:00.000000",33504,"ZG67","Product Browsing","W0000206691"
"2018-04-13 20:32:00.000000",65524,"ZG67","Product Browsing","W0000206692"
"2018-04-13 20:32:00.000000",161584,"ZG67","Product Browsing","W0000206694"
"2018-04-13 20:33:00.000000",176434,"ZG67","Web Chat","W0000206702"
"2018-04-13 20:33:00.000000",48354,"CV186","Web Chat","W0000206697"
"2018-04-13 20:34:00.000000",33030,"ZG67","Web Chat","W0000206704"
"2018-04-13 20:34:00.000000",65050,"ZG67","Web Chat","W0000206705"
"2018-04-13 20:34:00.000000",1100035,"ZG67","Web Chat","W0000206707"
"2018-04-13 21:11:00.000000",112098,"JM76","Product Browsing","W0000206713"
"2018-04-13 21:17:00.000000",61508,"CV186","Purchase","W0000206715"
"2018-04-13 21:17:00.000000",29488,"OL162","Purchase","W0000206714"
"2018-04-13 21:25:00.000000",93338,"OL162","Web Chat","W0000206718"
"2018-04-13 22:27:00.000000",81869,"ZG67","Purchase","W0000206724"
"2018-04-13 22:53:00.000000",45030,"OL162","Web Chat","W0000206726"
"2018-04-13 22:53:00.000000",13010,"EA59","Web Chat","W0000206725"
"2018-04-13 23:49:00.000000",33077,"JM76","Service Inquiry","W0000206729"
"2018-04-13 23:49:00.000000",223148,"ZG67","Online Feedback","W0000206731"
"2018-04-13 23:49:00.000000",97117,"CV186","Online Feedback","W0000206730"
"2018-04-14 01:57:00.000000",24606,"JM76","Service Inquiry","W0000206735"
"2018-04-14 01:57:00.000000",88646,"VP10","Online Feedback","W0000206737"
"2018-04-14 01:59:00.000000",88646,"VP10","Web Chat","W0000206741"
"2018-04-14 01:59:00.000000",214726,"VP10","Web Chat","W0000206744"
"2018-04-14 01:59:00.000000",120666,"EA59","Web Chat","W0000206742"
"2018-04-14 01:59:00.000000",24606,"JM76","Web Chat","W0000206739"
"2018-04-14 02:13:00.000000",59092,"EA59","Product Browsing","W0000206751"
"2018-04-14 02:13:00.000000",187172,"ZG67","Product Browsing","W0000206754"
"2018-04-14 02:13:00.000000",91112,"JM76","Product Browsing","W0000206752"
"2018-04-14 02:13:00.000000",249163,"JM76","Product Browsing","W0000206755"
"2018-04-14 02:17:00.000000",123132,"VP10","Product Return","W0000206756"
"2018-04-14 03:24:00.000000",51331,"JM76","Return Policy Inquiry","W0000206757"
"2018-04-14 03:32:00.000000",51331,"JM76","Product Browsing","W0000206763"
"2018-04-14 03:32:00.000000",115371,"ZG67","Product Browsing","W0000206764"
"2018-04-14 03:32:00.000000",179411,"ZG67","Product Browsing","W0000206765"
"2018-04-14 03:32:00.000000",1100030,"ZG67","Product Browsing","W0000206767"
"2018-04-14 05:43:00.000000",113169,"EA59","Product Return","W0000206770"
"2018-04-14 05:52:00.000000",42717,"EA59","Service Inquiry","W0000206771"
"2018-04-14 05:54:00.000000",45441,"OL162","Product Browsing","W0000206779"
"2018-04-14 05:54:00.000000",77461,"OL162","Product Browsing","W0000206780"
"2018-04-14 06:02:00.000000",82337,"OL162","Return Policy Inquiry","W0000206794"
"2018-04-14 06:11:00.000000",17017,"ZG67","Product Browsing","W0000206796"
"2018-04-14 06:11:00.000000",177117,"ZG67","Product Browsing","W0000206800"
"2018-04-14 06:11:00.000000",49037,"EA59","Product Browsing","W0000206797"
"2018-04-14 06:11:00.000000",113077,"EA59","Product Browsing","W0000206799"
"2018-04-14 06:13:00.000000",17017,"ZG67","Return Policy Inquiry","W0000206801"
"2018-04-14 06:15:00.000000",1626,"JM76","Purchase","W0000206803"
"2018-04-14 06:15:00.000000",33646,"JM76","Purchase","W0000206804"
"2018-04-14 06:21:00.000000",6201,"CV186","Web Chat","W0000206805"
"2018-04-14 06:23:00.000000",70241,"EA59","Return Policy Inquiry","W0000206810"
"2018-04-14 06:25:00.000000",25883,"ZG67","Product Browsing","W0000206812"
"2018-04-14 06:25:00.000000",121943,"ZG67","Product Browsing","W0000206815"
"2018-04-14 06:25:00.000000",89923,"CV186","Product Browsing","W0000206814"
"2018-04-14 06:29:00.000000",89923,"CV186","Return Policy Inquiry","W0000206817"
"2018-04-14 06:29:00.000000",25883,"ZG67","Return Policy Inquiry","W0000206816"
"2018-04-14 06:29:00.000000",247974,"VP10","Return Policy Inquiry","W0000206818"
"2018-04-14 06:54:00.000000",10797,"VP10","Web Chat","W0000206821"
"2018-04-14 06:54:00.000000",138877,"VP10","Web Chat","W0000206825"
"2018-04-14 06:54:00.000000",106857,"ZG67","Web Chat","W0000206824"
"2018-04-14 06:54:00.000000",42817,"OL162","Web Chat","W0000206822"
"2018-04-14 06:54:00.000000",74837,"OL162","Web Chat","W0000206823"
"2018-04-14 08:53:00.000000",54627,"JM76","Web Chat","W0000206829"
"2018-04-14 08:53:00.000000",22607,"ZG67","Web Chat","W0000206828"
"2018-04-14 08:53:00.000000",150687,"ZG67","Web Chat","W0000206832"
"2018-04-14 08:53:00.000000",86647,"CV186","Web Chat","W0000206830"
"2018-04-14 08:57:00.000000",86647,"CV186","Online Feedback","W0000206835"
"2018-04-14 08:57:00.000000",212727,"CV186","Online Feedback","W0000206838"
"2018-04-14 08:57:00.000000",118667,"VP10","Online Feedback","W0000206836"
"2018-04-14 08:57:00.000000",22607,"ZG67","Service Inquiry","W0000206833"
"2018-04-14 08:57:00.000000",150687,"ZG67","Online Feedback","W0000206837"
"2018-04-14 08:59:00.000000",182707,"JM76","Return Policy Inquiry","W0000206840"
"2018-04-14 09:35:00.000000",22066,"JM76","Web Chat","W0000206841"
"2018-04-14 09:40:00.000000",54086,"OL162","Return Policy Inquiry","W0000206847"
"2018-04-14 12:04:00.000000",1938,"JM76","Return Policy Inquiry","W0000206848"
"2018-04-14 12:04:00.000000",97998,"OL162","Return Policy Inquiry","W0000206849"
"2018-04-14 12:09:00.000000",192058,"ZG67","Online Feedback","W0000206855"
"2018-04-14 12:09:00.000000",1100089,"ZG67","Online Feedback","W0000206856"
"2018-04-14 12:09:00.000000",32835,"JM76","Purchase","W0000206853"
"2018-04-14 12:09:00.000000",1100136,"VP10","Purchase","W0000206857"
"2018-04-14 12:21:00.000000",58109,"EA59","Web Chat","W0000206859"
"2018-04-14 12:21:00.000000",122149,"EA59","Web Chat","W0000206861"
"2018-04-14 12:21:00.000000",154169,"EA59","Web Chat","W0000206862"
"2018-04-14 12:21:00.000000",216209,"EA59","Web Chat","W0000206863"
"2018-04-14 12:21:00.000000",248180,"ZG67","Web Chat","W0000206864"
"2018-04-14 12:24:00.000000",26089,"VP10","Service Inquiry","W0000206865"
"2018-04-14 12:24:00.000000",90129,"VP10","Online Feedback","W0000206866"
"2018-04-14 12:26:00.000000",239466,"EA59","Online Feedback","W0000206872"
"2018-04-14 12:26:00.000000",113435,"OL162","Online Feedback","W0000206870"
"2018-04-14 13:08:00.000000",40482,"EA59","Product Browsing","W0000206874"
"2018-04-14 13:11:00.000000",40482,"EA59","Service Inquiry","W0000206878"
"2018-04-14 13:15:00.000000",104522,"OL162","Web Chat","W0000206884"
"2018-04-14 13:15:00.000000",230553,"CV186","Web Chat","W0000206885"
"2018-04-14 13:40:00.000000",15639,"OL162","Purchase","W0000206888"
"2018-04-14 14:50:00.000000",77997,"ZG67","Web Chat","W0000206892"
"2018-04-14 14:50:00.000000",174057,"CV186","Web Chat","W0000206894"
"2018-04-14 15:00:00.000000",77997,"ZG67","Purchase","W0000206896"
"2018-04-14 15:50:00.000000",10466,"OL162","Service Inquiry","W0000206901"
"2018-04-14 15:50:00.000000",10466,"OL162","Web Chat","W0000206902"
"2018-04-14 15:50:00.000000",106526,"OL162","Web Chat","W0000206907"
"2018-04-14 15:50:00.000000",106526,"OL162","Online Feedback","W0000206908"
"2018-04-14 15:56:00.000000",30118,"JM76","Product Browsing","W0000206911"
"2018-04-14 15:59:00.000000",91694,"EA59","Product Browsing","W0000206919"
"2018-04-14 15:59:00.000000",187754,"VP10","Product Browsing","W0000206921"
"2018-04-14 16:03:00.000000",59674,"CV186","Service Inquiry","W0000206923"
"2018-04-14 16:03:00.000000",27654,"OL162","Service Inquiry","W0000206922"
"2018-04-14 16:03:00.000000",123714,"OL162","Online Feedback","W0000206925"
"2018-04-14 16:03:00.000000",91694,"EA59","Online Feedback","W0000206924"
"2018-04-14 17:03:00.000000",53903,"OL162","Purchase","W0000206928"
"2018-04-14 17:03:00.000000",85923,"EA59","Product Return","W0000206929"
"2018-04-14 18:10:00.000000",125266,"ZG67","Online Feedback","W0000206932"
"2018-04-14 18:12:00.000000",61226,"ZG67","Return Policy Inquiry","W0000206933"
"2018-04-14 18:17:00.000000",93246,"OL162","Web Chat","W0000206937"
"2018-04-14 18:17:00.000000",61226,"ZG67","Web Chat","W0000206936"
"2018-04-14 18:17:00.000000",125266,"ZG67","Web Chat","W0000206938"
"2018-04-14 18:38:00.000000",84089,"OL162","Return Policy Inquiry","W0000206939"
"2018-04-14 19:31:00.000000",40203,"JM76","Service Inquiry","W0000206942"
"2018-04-14 19:31:00.000000",8183,"ZG67","Service Inquiry","W0000206941"
"2018-04-14 19:31:00.000000",104243,"ZG67","Online Feedback","W0000206944"
"2018-04-14 19:31:00.000000",72223,"OL162","Online Feedback","W0000206943"
"2018-04-14 19:36:00.000000",8183,"ZG67","Web Chat","W0000206945"
"2018-04-14 19:36:00.000000",104243,"ZG67","Web Chat","W0000206948"
"2018-04-14 19:41:00.000000",40203,"JM76","Purchase","W0000206950"
"2018-04-14 20:11:00.000000",166854,"CV186","Product Browsing","W0000206956"
"2018-04-14 20:11:00.000000",38774,"ZG67","Product Browsing","W0000206952"
"2018-04-14 20:11:00.000000",134834,"ZG67","Product Browsing","W0000206955"
"2018-04-14 20:12:00.000000",73447,"VP10","Product Browsing","W0000206959"
"2018-04-14 20:12:00.000000",105467,"ZG67","Product Browsing","W0000206960"
"2018-04-14 20:15:00.000000",70794,"OL162","Web Chat","W0000206963"
"2018-04-14 20:15:00.000000",6754,"JM76","Web Chat","W0000206961"
"2018-04-14 20:15:00.000000",102814,"JM76","Web Chat","W0000206964"
"2018-04-14 20:15:00.000000",38774,"ZG67","Web Chat","W0000206962"
"2018-04-14 20:19:00.000000",70794,"OL162","Return Policy Inquiry","W0000206966"
"2018-04-14 20:40:00.000000",108960,"JM76","Return Policy Inquiry","W0000206968"
"2018-04-14 21:00:00.000000",33030,"ZG67","Return Policy Inquiry","W0000206970"
"2018-04-14 21:00:00.000000",65050,"ZG67","Return Policy Inquiry","W0000206971"
"2018-04-14 21:00:00.000000",12304,"CV186","Service Inquiry","W0000206969"
"2018-04-14 21:13:00.000000",24107,"EA59","Web Chat","W0000206976"
"2018-04-14 22:40:00.000000",16844,"JM76","Web Chat","W0000206989"
"2018-04-14 22:40:00.000000",80884,"OL162","Web Chat","W0000206991"
"2018-04-14 22:59:00.000000",41343,"ZG67","Purchase","W0000206993"
"2018-04-14 23:08:00.000000",20959,"CV186","Service Inquiry","W0000206994"
"2018-04-14 23:14:00.000000",117019,"VP10","Product Return","W0000206999"
"2018-04-14 23:14:00.000000",84999,"OL162","Product Return","W0000206998"
"2018-04-15 01:29:00.000000",76731,"ZG67","Service Inquiry","W0000207000"
"2018-04-15 01:29:00.000000",108751,"ZG67","Online Feedback","W0000207001"
"2018-04-15 01:36:00.000000",76731,"ZG67","Product Browsing","W0000207004"
"2018-04-15 01:36:00.000000",12691,"ZG67","Product Browsing","W0000207002"
"2018-04-15 01:36:00.000000",108751,"ZG67","Product Browsing","W0000207005"
"2018-04-15 01:36:00.000000",140771,"JM76","Product Browsing","W0000207006"
"2018-04-15 01:36:00.000000",234782,"JM76","Product Browsing","W0000207007"
"2018-04-15 02:52:00.000000",77050,"VP10","Purchase","W0000207010"
"2018-04-15 04:01:00.000000",96092,"JM76","Product Browsing","W0000207015"
"2018-04-15 04:01:00.000000",64072,"ZG67","Product Browsing","W0000207014"
"2018-04-15 04:01:00.000000",1100041,"ZG67","Product Browsing","W0000207016"
"2018-04-15 04:02:00.000000",91189,"VP10","Online Feedback","W0000207018"
"2018-04-15 04:02:00.000000",123209,"VP10","Online Feedback","W0000207019"
"2018-04-15 04:02:00.000000",27149,"JM76","Service Inquiry","W0000207017"
"2018-04-15 04:02:00.000000",187249,"JM76","Online Feedback","W0000207020"
"2018-04-15 04:05:00.000000",155229,"OL162","Product Browsing","W0000207025"
"2018-04-15 06:40:00.000000",76200,"ZG67","Purchase","W0000207027"
"2018-04-15 06:40:00.000000",108220,"ZG67","Product Return","W0000207028"
"2018-04-15 07:56:00.000000",41622,"JM76","Purchase","W0000207029"
"2018-04-15 09:03:00.000000",102048,"EA59","Return Policy Inquiry","W0000207030"
"2018-04-15 09:06:00.000000",42817,"OL162","Purchase","W0000207031"
"2018-04-15 09:07:00.000000",5988,"EA59","Web Chat","W0000207032"
"2018-04-15 09:07:00.000000",102048,"EA59","Web Chat","W0000207035"
"2018-04-15 09:07:00.000000",228079,"OL162","Web Chat","W0000207036"
