STORE_ID,CUSTOMER_ID,VISIT_DT,ACTION
115,31236,2018-04-04 13:52:00.000,Store Visit
115,31236,2018-04-08 20:38:00.000,Purchase
75,31242,2018-05-12 23:45:00.000,Store Visit
31,31274,2018-05-01 17:47:00.000,Purchase
38,31342,2018-05-06 20:02:00.000,Purchase
38,31342,2018-05-02 10:57:00.000,Service Inquiry
68,31380,2018-05-03 15:00:00.000,Purchase
97,31383,2018-04-18 07:02:00.000,Return Policy Inquiry
69,31399,2018-04-28 07:04:00.000,Purchase
69,31399,2018-04-28 06:53:00.000,Return Policy Inquiry
69,31399,2018-04-23 12:53:00.000,Service Inquiry
118,31440,2018-05-12 06:12:00.000,Store Visit
118,31440,2018-05-11 02:49:00.000,Service Inquiry
89,31525,2018-03-29 17:06:00.000,Return Policy Inquiry
106,31561,2018-04-16 22:48:00.000,Return Policy Inquiry
106,31561,2018-04-16 22:40:00.000,Store Visit
31,31563,2018-05-15 08:18:00.000,Service Inquiry
31,31563,2018-05-11 11:10:00.000,Return Policy Inquiry
44,31579,2018-05-02 08:28:00.000,Store Visit
101,31622,2018-05-09 05:45:00.000,Purchase
111,31698,2018-03-30 22:38:00.000,Service Inquiry
31,31725,2018-04-02 13:58:00.000,Purchase
31,31725,2018-04-01 06:20:00.000,Service Inquiry
73,31758,2018-05-15 07:15:00.000,Purchase
73,31758,2018-05-13 04:01:00.000,Store Visit
61,31909,2018-05-02 20:01:00.000,Store Visit
74,31910,2018-05-02 07:31:00.000,Return Policy Inquiry
74,31910,2018-05-08 10:19:00.000,Purchase
100,31917,2018-05-06 19:56:00.000,Return Policy Inquiry
100,31917,2018-05-09 11:22:00.000,Service Inquiry
85,31952,2018-04-20 09:34:00.000,Service Inquiry
48,31963,2018-05-01 12:34:00.000,Purchase
48,31963,2018-05-01 12:31:00.000,Store Visit
87,31993,2018-03-26 19:59:00.000,Return Policy Inquiry
90,32019,2018-03-16 15:41:00.000,Return Policy Inquiry
41,32095,2018-05-12 06:34:00.000,Purchase
41,32095,2018-05-11 04:05:00.000,Service Inquiry
82,32097,2018-04-10 18:12:00.000,Store Visit
82,32097,2018-04-12 05:17:00.000,Return Policy Inquiry
82,32097,2018-04-12 05:24:00.000,Purchase
76,32114,2018-04-13 20:37:00.000,Purchase
119,32247,2018-03-31 14:23:00.000,Store Visit
119,32247,2018-03-28 19:19:00.000,Service Inquiry
35,32342,2018-05-07 00:02:00.000,Store Visit
108,32370,2018-03-13 03:42:00.000,Purchase
106,32381,2018-04-24 15:56:00.000,Service Inquiry
47,32386,2018-04-10 17:08:00.000,Return Policy Inquiry
47,32386,2018-04-10 17:15:00.000,Purchase
35,32443,2018-05-06 19:32:00.000,Store Visit
35,32443,2018-05-06 19:41:00.000,Purchase
66,32477,2018-03-18 10:25:00.000,Return Policy Inquiry
56,32536,2018-04-16 17:24:00.000,Return Policy Inquiry
56,32536,2018-04-16 17:22:00.000,Store Visit
107,32541,2018-03-24 09:38:00.000,Return Policy Inquiry
74,32596,2018-04-08 20:46:00.000,Store Visit
74,32596,2018-04-07 20:17:00.000,Return Policy Inquiry
62,32603,2018-04-26 10:44:00.000,Service Inquiry
105,32604,2018-04-11 13:03:00.000,Store Visit
39,32634,2018-04-15 00:16:00.000,Purchase
39,32634,2018-04-13 19:01:00.000,Service Inquiry
51,32686,2018-05-07 22:24:00.000,Store Visit
27,32699,2018-05-01 04:01:00.000,Service Inquiry
27,32699,2018-05-02 20:39:00.000,Return Policy Inquiry
65,32713,2018-04-02 11:00:00.000,Store Visit
39,32788,2018-05-08 17:33:00.000,Purchase
39,32788,2018-05-07 07:41:00.000,Service Inquiry
39,32788,2018-05-07 07:40:00.000,Return Policy Inquiry
71,32858,2018-05-06 22:53:00.000,Purchase
71,32858,2018-05-02 08:11:00.000,Service Inquiry
65,32869,2018-04-10 03:45:00.000,Store Visit
68,32873,2018-04-04 20:15:00.000,Return Policy Inquiry
102,32923,2018-04-19 04:53:00.000,Store Visit
61,33030,2018-04-17 15:56:00.000,Purchase
68,33062,2018-05-07 04:14:00.000,Service Inquiry
68,33062,2018-05-12 18:12:00.000,Purchase
78,33066,2018-03-17 22:57:00.000,Store Visit
91,33077,2018-04-21 15:08:00.000,Purchase
91,33077,2018-04-12 21:28:00.000,Return Policy Inquiry
91,33077,2018-04-13 23:50:00.000,Store Visit
51,33094,2018-03-22 17:31:00.000,Service Inquiry
51,33094,2018-03-25 11:14:00.000,Purchase
51,33094,2018-03-23 22:36:00.000,Return Policy Inquiry
51,33094,2018-03-22 17:38:00.000,Store Visit
44,33146,2018-05-02 20:51:00.000,Purchase
27,33169,2018-04-09 12:08:00.000,Store Visit
94,33192,2018-04-24 11:19:00.000,Return Policy Inquiry
94,33192,2018-04-23 09:32:00.000,Service Inquiry
36,33205,2018-03-14 21:26:00.000,Store Visit
91,33209,2018-05-11 08:11:00.000,Store Visit
76,33310,2018-04-16 11:01:00.000,Store Visit
76,33310,2018-04-18 02:55:00.000,Purchase
87,33373,2018-04-28 06:03:00.000,Store Visit
87,33373,2018-04-26 15:46:00.000,Service Inquiry
87,33373,2018-04-26 15:40:00.000,Return Policy Inquiry
91,33386,2018-04-19 17:17:00.000,Return Policy Inquiry
91,33386,2018-04-21 07:01:00.000,Purchase
91,33386,2018-04-19 17:06:00.000,Store Visit
114,33462,2018-03-28 04:44:00.000,Store Visit
25,33474,2018-04-26 18:02:00.000,Service Inquiry
25,33474,2018-04-27 19:12:00.000,Return Policy Inquiry
90,33475,2018-04-24 10:09:00.000,Store Visit
58,33504,2018-04-19 17:37:00.000,Store Visit
61,33546,2018-04-03 15:22:00.000,Store Visit
44,33551,2018-03-18 03:05:00.000,Store Visit
69,33565,2018-04-28 14:44:00.000,Store Visit
69,33565,2018-04-28 14:50:00.000,Purchase
90,33598,2018-03-24 20:08:00.000,Store Visit
45,33601,2018-04-08 05:18:00.000,Service Inquiry
45,33601,2018-04-08 05:15:00.000,Store Visit
107,33605,2018-04-18 06:11:00.000,Return Policy Inquiry
65,33646,2018-04-14 06:12:00.000,Return Policy Inquiry
65,33646,2018-04-10 01:35:00.000,Store Visit
2,33676,2018-05-13 13:31:00.000,Service Inquiry
2,33676,2018-05-16 07:03:00.000,Purchase
68,33799,2018-03-18 21:14:00.000,Store Visit
68,33799,2018-03-21 23:35:00.000,Purchase
120,33835,2018-04-05 09:20:00.000,Service Inquiry
120,33835,2018-04-08 14:13:00.000,Purchase
30,33866,2018-04-05 20:59:00.000,Store Visit
80,33903,2018-03-28 04:28:00.000,Return Policy Inquiry
92,33915,2018-04-17 19:20:00.000,Store Visit
92,33915,2018-04-17 19:23:00.000,Service Inquiry
92,33924,2018-04-18 04:52:00.000,Return Policy Inquiry
92,33924,2018-04-18 04:54:00.000,Store Visit
93,33938,2018-05-11 13:15:00.000,Purchase
93,33938,2018-05-10 11:26:00.000,Service Inquiry
89,33965,2018-03-27 14:30:00.000,Return Policy Inquiry
31,33999,2018-05-06 09:57:00.000,Service Inquiry
87,34002,2018-03-28 00:13:00.000,Return Policy Inquiry
102,34008,2018-03-26 01:09:00.000,Purchase
102,34008,2018-03-22 06:10:00.000,Return Policy Inquiry
102,34008,2018-03-23 06:47:00.000,Store Visit
118,34044,2018-03-21 02:15:00.000,Purchase
38,34143,2018-05-08 05:58:00.000,Store Visit
31,34234,2018-05-14 08:38:00.000,Purchase
31,34236,2018-05-09 20:46:00.000,Store Visit
31,34236,2018-05-18 12:11:00.000,Purchase
32,34242,2018-05-08 23:35:00.000,Return Policy Inquiry
32,34242,2018-05-08 23:22:00.000,Service Inquiry
32,34242,2018-05-08 23:26:00.000,Store Visit
109,34244,2018-04-17 13:07:00.000,Store Visit
109,34244,2018-04-17 13:04:00.000,Return Policy Inquiry
94,34249,2018-04-08 07:44:00.000,Store Visit
94,34249,2018-04-08 07:45:00.000,Return Policy Inquiry
68,34298,2018-04-22 02:26:00.000,Store Visit
68,34298,2018-04-23 15:30:00.000,Purchase
68,34298,2018-04-22 02:39:00.000,Service Inquiry
68,34309,2018-04-17 23:39:00.000,Return Policy Inquiry
68,34309,2018-04-17 23:50:00.000,Purchase
37,34330,2018-04-18 04:36:00.000,Store Visit
86,34357,2018-05-02 22:15:00.000,Purchase
86,34357,2018-04-30 04:37:00.000,Service Inquiry
86,34357,2018-04-30 04:39:00.000,Store Visit
52,34358,2018-04-10 11:49:00.000,Service Inquiry
93,34379,2018-04-10 19:11:00.000,Service Inquiry
93,34379,2018-04-13 14:24:00.000,Purchase
93,34379,2018-04-10 19:14:00.000,Store Visit
110,34383,2018-03-19 04:39:00.000,Service Inquiry
82,34400,2018-04-03 01:47:00.000,Purchase
54,34415,2018-05-06 00:31:00.000,Store Visit
102,34482,2018-04-20 18:26:00.000,Store Visit
77,34504,2018-04-21 12:18:00.000,Store Visit
77,34504,2018-04-21 12:21:00.000,Purchase
97,34535,2018-04-29 14:07:00.000,Return Policy Inquiry
32,34538,2018-05-05 15:20:00.000,Store Visit
30,34567,2018-03-14 14:34:00.000,Store Visit
30,34567,2018-03-19 16:11:00.000,Purchase
30,34567,2018-03-19 16:10:00.000,Return Policy Inquiry
118,34572,2018-05-07 09:12:00.000,Purchase
96,34646,2018-04-29 13:39:00.000,Service Inquiry
96,34646,2018-04-27 22:16:00.000,Return Policy Inquiry
96,34646,2018-05-01 17:57:00.000,Purchase
71,34722,2018-05-04 22:00:00.000,Return Policy Inquiry
71,34722,2018-05-08 17:13:00.000,Purchase
121,34783,2018-05-09 22:48:00.000,Purchase
35,34907,2018-03-25 22:30:00.000,Service Inquiry
35,34907,2018-03-28 20:44:00.000,Purchase
106,34976,2018-03-15 03:59:00.000,Store Visit
26,35098,2018-03-18 01:55:00.000,Service Inquiry
36,35147,2018-04-22 11:32:00.000,Purchase
73,35164,2018-04-25 12:49:00.000,Return Policy Inquiry
73,35164,2018-04-25 12:45:00.000,Store Visit
96,35193,2018-03-21 14:58:00.000,Store Visit
71,35211,2018-04-12 00:30:00.000,Service Inquiry
71,35211,2018-04-12 00:34:00.000,Return Policy Inquiry
71,35211,2018-04-13 07:58:00.000,Purchase
30,35218,2018-03-17 09:51:00.000,Store Visit
30,35218,2018-03-17 09:56:00.000,Purchase
61,35297,2018-03-13 22:04:00.000,Purchase
81,35323,2018-03-27 10:33:00.000,Purchase
36,35346,2018-04-29 01:44:00.000,Return Policy Inquiry
36,35346,2018-05-02 21:39:00.000,Purchase
88,35358,2018-04-22 05:26:00.000,Service Inquiry
88,35358,2018-04-24 23:15:00.000,Purchase
75,35397,2018-05-10 02:43:00.000,Service Inquiry
64,35526,2018-05-05 22:23:00.000,Return Policy Inquiry
64,35526,2018-05-05 22:19:00.000,Service Inquiry
37,35527,2018-04-08 17:52:00.000,Purchase
116,35566,2018-03-15 21:01:00.000,Store Visit
42,35611,2018-05-01 08:35:00.000,Purchase
53,35667,2018-03-23 02:01:00.000,Store Visit
44,35671,2018-04-28 12:12:00.000,Store Visit
58,35723,2018-04-28 18:35:00.000,Purchase
58,35723,2018-04-28 18:26:00.000,Return Policy Inquiry
51,35735,2018-05-03 19:40:00.000,Store Visit
51,35735,2018-05-03 19:48:00.000,Purchase
115,35750,2018-04-25 19:03:00.000,Store Visit
60,35818,2018-03-22 09:49:00.000,Store Visit
100,35843,2018-04-26 19:15:00.000,Purchase
44,35869,2018-04-03 14:01:00.000,Purchase
60,35895,2018-05-08 20:04:00.000,Service Inquiry
60,35895,2018-05-08 20:10:00.000,Purchase
76,35920,2018-03-19 06:04:00.000,Purchase
76,35920,2018-03-18 01:19:00.000,Return Policy Inquiry
30,35936,2018-03-22 16:30:00.000,Service Inquiry
83,35956,2018-03-15 22:07:00.000,Purchase
37,35960,2018-03-18 23:52:00.000,Store Visit
97,35977,2018-05-07 20:29:00.000,Purchase
114,36106,2018-03-25 19:48:00.000,Return Policy Inquiry
114,36106,2018-03-25 19:54:00.000,Store Visit
114,36106,2018-03-25 20:03:00.000,Purchase
87,36197,2018-03-21 07:10:00.000,Return Policy Inquiry
87,36197,2018-03-21 07:10:00.000,Store Visit
119,36209,2018-04-07 17:55:00.000,Purchase
97,36212,2018-03-16 07:42:00.000,Purchase
97,36212,2018-03-16 07:39:00.000,Store Visit
97,36235,2018-03-30 00:08:00.000,Store Visit
97,36235,2018-03-28 22:20:00.000,Service Inquiry
97,36235,2018-03-30 00:11:00.000,Purchase
98,36291,2018-04-07 04:49:00.000,Store Visit
118,36338,2018-03-21 10:14:00.000,Purchase
115,36386,2018-04-22 11:36:00.000,Return Policy Inquiry
115,36386,2018-04-22 11:47:00.000,Purchase
35,36388,2018-04-04 07:19:00.000,Store Visit
35,36388,2018-04-05 17:06:00.000,Purchase
105,36419,2018-05-11 04:17:00.000,Store Visit
105,36419,2018-05-11 04:26:00.000,Purchase
68,36425,2018-03-24 04:06:00.000,Store Visit
68,36425,2018-03-24 03:58:00.000,Service Inquiry
68,36425,2018-03-20 02:04:00.000,Return Policy Inquiry
100,36445,2018-04-19 00:31:00.000,Return Policy Inquiry
107,36512,2018-05-13 16:58:00.000,Purchase
111,36525,2018-05-07 08:51:00.000,Purchase
96,36528,2018-04-21 19:40:00.000,Return Policy Inquiry
76,36549,2018-04-07 10:47:00.000,Purchase
76,36549,2018-04-05 23:18:00.000,Store Visit
84,36577,2018-04-05 08:37:00.000,Store Visit
84,36577,2018-04-07 00:00:00.000,Purchase
119,36689,2018-05-12 20:32:00.000,Store Visit
112,36706,2018-04-30 14:51:00.000,Return Policy Inquiry
112,36706,2018-04-29 00:09:00.000,Store Visit
60,36766,2018-03-29 17:00:00.000,Purchase
74,36798,2018-05-12 01:06:00.000,Return Policy Inquiry
74,36798,2018-05-14 15:48:00.000,Store Visit
30,36817,2018-03-23 13:57:00.000,Service Inquiry
31,36821,2018-03-16 23:04:00.000,Store Visit
31,36821,2018-03-14 01:48:00.000,Return Policy Inquiry
29,36874,2018-03-18 19:13:00.000,Purchase
24,36880,2018-04-02 02:09:00.000,Store Visit
24,36880,2018-04-02 02:02:00.000,Return Policy Inquiry
108,36903,2018-04-24 20:28:00.000,Purchase
108,36903,2018-04-22 04:23:00.000,Service Inquiry
27,36916,2018-04-12 04:08:00.000,Purchase
106,37085,2018-03-16 17:53:00.000,Store Visit
9,37136,2018-04-06 07:01:00.000,Purchase
75,37141,2018-05-13 12:41:00.000,Store Visit
75,37141,2018-05-11 20:54:00.000,Service Inquiry
38,37177,2018-05-09 22:22:00.000,Store Visit
38,37177,2018-05-09 22:08:00.000,Service Inquiry
73,37253,2018-05-02 12:57:00.000,Return Policy Inquiry
92,37365,2018-05-14 15:16:00.000,Service Inquiry
92,37365,2018-05-14 15:26:00.000,Purchase
86,37367,2018-04-09 07:43:00.000,Store Visit
86,37367,2018-04-07 23:09:00.000,Return Policy Inquiry
56,37415,2018-03-16 08:41:00.000,Purchase
56,37415,2018-03-15 06:36:00.000,Return Policy Inquiry
77,37556,2018-05-03 03:31:00.000,Store Visit
97,37562,2018-05-12 01:30:00.000,Purchase
97,37562,2018-05-12 01:19:00.000,Store Visit
3,37594,2018-04-01 18:05:00.000,Purchase
3,37594,2018-04-01 17:58:00.000,Store Visit
69,37608,2018-04-01 22:30:00.000,Purchase
69,37608,2018-03-26 16:16:00.000,Service Inquiry
68,37609,2018-03-15 15:14:00.000,Return Policy Inquiry
68,37609,2018-03-15 15:27:00.000,Purchase
68,37609,2018-03-12 18:56:00.000,Store Visit
68,37609,2018-03-12 18:46:00.000,Service Inquiry
29,37619,2018-04-26 05:36:00.000,Return Policy Inquiry
29,37619,2018-04-26 05:30:00.000,Store Visit
29,37619,2018-04-26 05:25:00.000,Service Inquiry
105,37624,2018-04-17 20:56:00.000,Store Visit
97,37642,2018-04-05 21:54:00.000,Store Visit
97,37642,2018-04-05 21:48:00.000,Service Inquiry
56,37681,2018-05-05 00:05:00.000,Store Visit
65,37722,2018-04-10 11:11:00.000,Store Visit
33,37738,2018-04-21 08:21:00.000,Store Visit
63,37763,2018-03-31 01:29:00.000,Store Visit
96,37774,2018-05-02 02:54:00.000,Store Visit
97,37865,2018-05-08 07:09:00.000,Purchase
115,37876,2018-03-15 04:36:00.000,Purchase
111,37885,2018-05-05 02:58:00.000,Purchase
119,37960,2018-04-01 21:52:00.000,Purchase
119,37960,2018-03-29 14:24:00.000,Store Visit
85,37980,2018-03-18 08:19:00.000,Service Inquiry
102,37995,2018-04-24 21:05:00.000,Store Visit
102,37995,2018-04-23 10:16:00.000,Return Policy Inquiry
89,37999,2018-05-01 07:48:00.000,Purchase
89,37999,2018-04-29 19:16:00.000,Store Visit
88,38002,2018-04-14 04:39:00.000,Store Visit
88,38002,2018-04-15 14:50:00.000,Purchase
112,38008,2018-04-15 09:01:00.000,Store Visit
78,38105,2018-03-25 11:26:00.000,Service Inquiry
78,38105,2018-03-25 11:29:00.000,Purchase
80,38134,2018-04-19 18:59:00.000,Purchase
94,38152,2018-03-24 17:49:00.000,Store Visit
94,38152,2018-03-23 15:45:00.000,Return Policy Inquiry
102,38156,2018-03-13 23:43:00.000,Service Inquiry
102,38156,2018-03-15 14:15:00.000,Store Visit
102,38156,2018-03-15 14:29:00.000,Purchase
34,38160,2018-04-16 19:01:00.000,Return Policy Inquiry
117,38165,2018-03-14 17:49:00.000,Store Visit
71,38221,2018-04-14 06:23:00.000,Return Policy Inquiry
71,38221,2018-04-14 06:26:00.000,Store Visit
31,38332,2018-03-20 19:45:00.000,Service Inquiry
31,38332,2018-03-22 08:32:00.000,Return Policy Inquiry
24,38419,2018-04-15 03:48:00.000,Purchase
80,38460,2018-03-28 23:25:00.000,Service Inquiry
80,38460,2018-03-28 23:29:00.000,Purchase
80,38460,2018-03-27 11:07:00.000,Return Policy Inquiry
82,38487,2018-04-22 10:30:00.000,Return Policy Inquiry
82,38487,2018-04-22 10:32:00.000,Store Visit
40,38507,2018-03-24 07:18:00.000,Store Visit
40,38507,2018-03-24 07:03:00.000,Return Policy Inquiry
50,38512,2018-04-21 08:17:00.000,Purchase
106,38616,2018-04-06 21:28:00.000,Store Visit
27,38626,2018-04-09 06:34:00.000,Return Policy Inquiry
27,38626,2018-04-09 06:20:00.000,Store Visit
100,38653,2018-04-24 07:00:00.000,Purchase
100,38653,2018-04-24 06:55:00.000,Store Visit
85,38713,2018-04-15 23:48:00.000,Store Visit
34,38770,2018-04-01 17:36:00.000,Service Inquiry
34,38770,2018-04-01 17:31:00.000,Store Visit
113,38774,2018-04-16 01:13:00.000,Purchase
113,38774,2018-04-14 20:19:00.000,Return Policy Inquiry
34,38851,2018-04-16 01:32:00.000,Store Visit
38,38881,2018-03-23 11:19:00.000,Store Visit
114,38913,2018-05-11 15:06:00.000,Store Visit
44,38957,2018-04-27 08:53:00.000,Store Visit
64,38992,2018-05-12 22:51:00.000,Store Visit
41,38998,2018-05-01 03:08:00.000,Store Visit
105,39001,2018-03-20 20:06:00.000,Purchase
105,39001,2018-03-20 19:54:00.000,Service Inquiry
27,39049,2018-04-14 04:13:00.000,Service Inquiry
27,39049,2018-04-12 22:41:00.000,Return Policy Inquiry
27,39049,2018-04-14 04:22:00.000,Store Visit
64,39081,2018-04-03 21:17:00.000,Store Visit
119,39128,2018-03-20 12:20:00.000,Service Inquiry
119,39128,2018-03-23 04:22:00.000,Store Visit
119,39128,2018-03-24 18:19:00.000,Purchase
73,39192,2018-03-22 12:01:00.000,Store Visit
103,39241,2018-04-24 20:45:00.000,Store Visit
103,39241,2018-04-21 02:37:00.000,Return Policy Inquiry
30,39298,2018-04-02 12:07:00.000,Store Visit
30,39298,2018-04-05 12:05:00.000,Service Inquiry
88,39366,2018-05-12 18:16:00.000,Purchase
26,39435,2018-05-13 19:13:00.000,Service Inquiry
26,39435,2018-05-12 03:56:00.000,Store Visit
117,39441,2018-05-13 16:55:00.000,Store Visit
82,39525,2018-03-27 05:34:00.000,Purchase
52,39557,2018-05-16 02:44:00.000,Service Inquiry
52,39557,2018-05-14 12:37:00.000,Store Visit
59,39612,2018-04-30 21:20:00.000,Purchase
113,39649,2018-04-22 04:31:00.000,Store Visit
113,39649,2018-04-22 04:41:00.000,Purchase
77,39658,2018-04-11 17:52:00.000,Store Visit
119,39659,2018-05-07 16:13:00.000,Return Policy Inquiry
119,39659,2018-05-07 16:16:00.000,Purchase
119,39675,2018-04-25 05:00:00.000,Service Inquiry
55,39718,2018-03-28 19:42:00.000,Store Visit
55,39718,2018-03-28 19:50:00.000,Return Policy Inquiry
55,39718,2018-03-28 19:56:00.000,Purchase
104,39753,2018-03-31 08:34:00.000,Service Inquiry
104,39753,2018-03-31 08:46:00.000,Return Policy Inquiry
48,39767,2018-04-30 07:31:00.000,Service Inquiry
48,39767,2018-04-30 07:47:00.000,Purchase
46,39774,2018-03-12 20:41:00.000,Store Visit
46,39774,2018-03-12 20:42:00.000,Return Policy Inquiry
80,39776,2018-04-06 13:14:00.000,Purchase
102,39973,2018-03-12 17:49:00.000,Purchase
68,39986,2018-04-02 19:12:00.000,Service Inquiry
100,39991,2018-05-05 06:21:00.000,Purchase
88,39999,2018-03-19 04:52:00.000,Purchase
54,40030,2018-04-06 22:50:00.000,Store Visit
68,40075,2018-04-26 04:53:00.000,Service Inquiry
119,40096,2018-05-12 07:00:00.000,Store Visit
110,40103,2018-04-20 18:13:00.000,Return Policy Inquiry
45,40143,2018-04-25 16:48:00.000,Store Visit
45,40143,2018-04-25 16:39:00.000,Return Policy Inquiry
45,40143,2018-04-25 16:50:00.000,Service Inquiry
117,40152,2018-05-07 19:45:00.000,Store Visit
120,40154,2018-05-11 06:06:00.000,Store Visit
61,40166,2018-04-17 18:33:00.000,Store Visit
61,40166,2018-04-17 18:41:00.000,Service Inquiry
75,40171,2018-03-25 09:10:00.000,Store Visit
75,40171,2018-03-25 09:04:00.000,Return Policy Inquiry
50,40203,2018-04-14 19:29:00.000,Store Visit
40,40300,2018-05-14 15:02:00.000,Service Inquiry
40,40300,2018-05-19 02:47:00.000,Store Visit
40,40300,2018-05-19 02:54:00.000,Purchase
30,40333,2018-04-03 20:42:00.000,Store Visit
30,40333,2018-04-03 20:45:00.000,Service Inquiry
44,40409,2018-04-12 01:36:00.000,Purchase
44,40409,2018-04-11 00:11:00.000,Service Inquiry
78,40445,2018-04-02 11:20:00.000,Return Policy Inquiry
78,40445,2018-04-08 07:07:00.000,Purchase
73,40482,2018-04-16 02:02:00.000,Store Visit
45,40507,2018-03-28 01:47:00.000,Purchase
49,40510,2018-04-26 11:25:00.000,Return Policy Inquiry
73,40537,2018-05-11 00:25:00.000,Purchase
107,40559,2018-03-16 15:38:00.000,Store Visit
106,40611,2018-03-15 12:16:00.000,Return Policy Inquiry
106,40611,2018-03-15 12:20:00.000,Purchase
119,40670,2018-04-21 08:03:00.000,Purchase
95,40679,2018-04-30 07:09:00.000,Purchase
114,40698,2018-04-03 06:07:00.000,Service Inquiry
105,40704,2018-03-24 00:51:00.000,Purchase
51,40803,2018-05-09 07:58:00.000,Purchase
51,40803,2018-05-06 16:37:00.000,Service Inquiry
68,40824,2018-04-28 03:59:00.000,Purchase
68,40824,2018-04-28 03:55:00.000,Store Visit
70,40832,2018-04-11 02:57:00.000,Store Visit
41,40909,2018-05-13 03:45:00.000,Return Policy Inquiry
119,40929,2018-03-18 08:34:00.000,Purchase
44,40930,2018-03-19 07:18:00.000,Store Visit
102,40976,2018-04-20 16:29:00.000,Purchase
44,40993,2018-04-22 07:59:00.000,Store Visit
44,40993,2018-04-24 14:45:00.000,Purchase
37,41045,2018-03-15 03:17:00.000,Return Policy Inquiry
76,41056,2018-04-12 19:14:00.000,Purchase
76,41056,2018-04-12 19:04:00.000,Service Inquiry
61,41062,2018-03-22 20:14:00.000,Store Visit
64,41163,2018-05-05 09:26:00.000,Service Inquiry
102,41198,2018-03-26 14:51:00.000,Return Policy Inquiry
102,41198,2018-03-26 14:59:00.000,Purchase
92,41225,2018-04-09 13:54:00.000,Store Visit
118,41343,2018-04-10 16:43:00.000,Return Policy Inquiry
90,41352,2018-04-12 03:12:00.000,Purchase
31,41378,2018-05-11 10:23:00.000,Purchase
31,41378,2018-05-09 22:48:00.000,Service Inquiry
31,41378,2018-05-09 22:35:00.000,Store Visit
75,41381,2018-04-11 05:14:00.000,Return Policy Inquiry
67,41402,2018-03-21 20:29:00.000,Purchase
81,41422,2018-03-16 18:33:00.000,Service Inquiry
81,41422,2018-03-16 18:44:00.000,Store Visit
61,41493,2018-04-05 14:49:00.000,Store Visit
61,41493,2018-04-05 15:00:00.000,Return Policy Inquiry
92,41497,2018-04-20 14:11:00.000,Purchase
30,41506,2018-05-17 17:33:00.000,Store Visit
30,41506,2018-05-12 22:55:00.000,Service Inquiry
48,41528,2018-03-15 17:33:00.000,Store Visit
71,41542,2018-03-28 16:01:00.000,Store Visit
71,41542,2018-03-28 16:13:00.000,Purchase
60,41544,2018-03-17 04:24:00.000,Purchase
60,41544,2018-03-14 03:17:00.000,Return Policy Inquiry
40,41566,2018-03-24 13:33:00.000,Service Inquiry
76,41570,2018-03-15 22:12:00.000,Store Visit
76,41570,2018-03-15 22:03:00.000,Return Policy Inquiry
76,41570,2018-03-18 06:07:00.000,Purchase
71,41583,2018-04-12 21:52:00.000,Purchase
71,41583,2018-04-10 01:03:00.000,Store Visit
101,41649,2018-04-27 00:13:00.000,Store Visit
101,41649,2018-04-27 00:17:00.000,Return Policy Inquiry
66,41697,2018-04-18 11:12:00.000,Store Visit
68,41724,2018-04-01 02:24:00.000,Store Visit
39,41752,2018-05-07 16:52:00.000,Purchase
39,41752,2018-05-07 16:45:00.000,Store Visit
49,41776,2018-03-26 10:28:00.000,Service Inquiry
49,41776,2018-03-29 13:03:00.000,Store Visit
49,41776,2018-03-26 10:25:00.000,Return Policy Inquiry
49,41776,2018-03-29 13:17:00.000,Purchase
34,41812,2018-05-09 16:18:00.000,Service Inquiry
60,41843,2018-04-03 09:09:00.000,Purchase
61,41919,2018-04-06 07:36:00.000,Store Visit
61,41919,2018-04-07 08:08:00.000,Purchase
66,41938,2018-03-17 00:57:00.000,Purchase
117,42062,2018-05-04 07:29:00.000,Store Visit
24,42074,2018-05-13 06:04:00.000,Purchase
99,42108,2018-04-17 05:01:00.000,Return Policy Inquiry
99,42108,2018-04-17 04:56:00.000,Service Inquiry
86,42114,2018-03-28 15:03:00.000,Store Visit
92,42122,2018-03-22 17:51:00.000,Store Visit
76,42132,2018-04-12 12:24:00.000,Purchase
68,42140,2018-04-27 10:02:00.000,Service Inquiry
68,42140,2018-04-28 20:38:00.000,Purchase
112,42145,2018-04-20 22:47:00.000,Store Visit
32,42149,2018-05-01 23:55:00.000,Purchase
117,42240,2018-05-04 14:10:00.000,Store Visit
117,42240,2018-05-04 14:16:00.000,Return Policy Inquiry
77,42264,2018-03-29 07:58:00.000,Purchase
49,42270,2018-05-13 13:44:00.000,Store Visit
34,42455,2018-04-11 15:05:00.000,Purchase
68,42472,2018-03-20 10:05:00.000,Store Visit
112,42483,2018-04-25 20:07:00.000,Return Policy Inquiry
112,42483,2018-04-25 20:14:00.000,Store Visit
87,42488,2018-03-14 02:10:00.000,Purchase
65,42493,2018-04-12 01:01:00.000,Purchase
65,42493,2018-04-06 14:52:00.000,Service Inquiry
97,42504,2018-04-23 17:01:00.000,Return Policy Inquiry
97,42504,2018-04-23 17:05:00.000,Store Visit
119,42574,2018-03-21 16:08:00.000,Store Visit
57,42599,2018-03-28 07:45:00.000,Purchase
24,42649,2018-05-18 12:07:00.000,Purchase
86,42764,2018-05-15 08:29:00.000,Purchase
86,42764,2018-05-15 08:22:00.000,Store Visit
23,42772,2018-04-27 18:46:00.000,Store Visit
27,42920,2018-04-25 05:48:00.000,Return Policy Inquiry
27,42920,2018-04-25 05:53:00.000,Purchase
